book_id,title,author,price,stock_quantity,category_id,description,publisher,publication_year
517,To Kill a Mockingbird,J.D. Salinger,46.15,90,5,A great book about life and adventure.,Parker and Sons,1990
518,Fahrenheit 451,J.R.R. Tolkien,12.57,79,1,A great book about life and adventure.,Garcia-Garza,2004
519,Pride and Prejudice,Jane Austen,25.43,17,2,A great book about life and adventure.,"Hoffman, Brown and Williams",2014
520,Pride and Prejudice,J.D. Salinger,11.42,10,4,A great book about life and adventure.,"Smith, Burns and Santiago",2002
521,Pride and Prejudice,J.D. Salinger,14.26,3,4,A great book about life and adventure.,"Anthony, Lee and Bryant",2011
522,Fahrenheit 451,J.R.R. Tolkien,29.91,67,3,A great book about life and adventure.,Knight PLC,2013
523,The Great Gatsby,J.K. Rowling,20.41,59,1,A great book about life and adventure.,"Gardner, Delgado and Robinson",2010
524,The Catcher in the Rye,Herman Melville,10.95,58,2,A great book about life and adventure.,Patton-Higgins,1994
525,The Catcher in the Rye,Ray Bradbury,30.04,17,3,A great book about life and adventure.,Bolton and Sons,2017
526,1984,Ray Bradbury,20.37,83,4,A great book about life and adventure.,Hutchinson LLC,2016
527,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,8.78,87,2,A great book about life and adventure.,Bradshaw Ltd,1997
528,Fahrenheit 451,J.D. Salinger,25.25,90,2,A great book about life and adventure.,James PLC,2000
529,To Kill a Mockingbird,Harper Lee,23.48,24,2,A great book about life and adventure.,Wong Group,2006
530,The Catcher in the Rye,Harper Lee,10.44,72,5,A great book about life and adventure.,Daniel Group,2009
531,Fahrenheit 451,J.R.R. Tolkien,24.38,74,4,A great book about life and adventure.,Smith Inc,2019
532,The Lord of the Rings,Ray Bradbury,8.34,67,5,A great book about life and adventure.,Alvarez-Calderon,2023
533,Fahrenheit 451,Harper Lee,42.79,95,4,A great book about life and adventure.,"Miller, Aguilar and Fox",1990
534,1984,Jane Austen,17.27,34,5,A great book about life and adventure.,Andrade-Ramirez,2024
535,Pride and Prejudice,J.D. Salinger,32.31,37,2,A great book about life and adventure.,Chang Ltd,2020
536,The Hobbit,Herman Melville,27.5,85,3,A great book about life and adventure.,Robinson-Perez,2022
537,The Hobbit,J.D. Salinger,8.15,63,2,A great book about life and adventure.,Ramirez-Johnson,1992
538,Moby-Dick,J.K. Rowling,8.76,2,4,A great book about life and adventure.,"Garcia, Gilbert and Baker",2009
539,The Hobbit,George Orwell,47.74,89,4,A great book about life and adventure.,Rivera Group,1986
540,1984,J.R.R. Tolkien,8.88,91,2,A great book about life and adventure.,Douglas PLC,1991
541,Harry Potter and the Sorcerer's Stone,Ray Bradbury,28.27,57,2,A great book about life and adventure.,Burns Ltd,2010
542,The Catcher in the Rye,J.R.R. Tolkien,33.58,14,3,A great book about life and adventure.,"Santos, Moody and Ryan",2007
543,The Hobbit,J.D. Salinger,22.19,66,2,A great book about life and adventure.,Jackson and Sons,2001
544,Moby-Dick,Harper Lee,46.89,7,3,A great book about life and adventure.,Velez-Smith,1993
545,The Hobbit,F. Scott Fitzgerald,30.76,98,4,A great book about life and adventure.,Dunlap Group,1990
546,The Great Gatsby,J.R.R. Tolkien,8.05,32,5,A great book about life and adventure.,"Mcclure, Thompson and Sandoval",1986
547,The Great Gatsby,J.K. Rowling,33.88,15,5,A great book about life and adventure.,Mueller Inc,2006
548,1984,J.D. Salinger,48.49,13,4,A great book about life and adventure.,"Hill, Marshall and Williams",1982
549,Pride and Prejudice,F. Scott Fitzgerald,22.32,91,3,A great book about life and adventure.,Montgomery Inc,2007
550,The Great Gatsby,J.R.R. Tolkien,43.55,90,4,A great book about life and adventure.,"Jones, Chan and Meadows",2023
551,Moby-Dick,Jane Austen,25.14,92,4,A great book about life and adventure.,"Conrad, Morton and Chavez",2024
552,The Lord of the Rings,F. Scott Fitzgerald,11.06,33,3,A great book about life and adventure.,Knox-Lawson,2024
553,The Catcher in the Rye,J.D. Salinger,37.07,41,5,A great book about life and adventure.,"Perry, Snyder and Meyers",2006
554,The Lord of the Rings,Ray Bradbury,12.65,57,4,A great book about life and adventure.,Bryan-Parks,2004
555,The Hobbit,Ray Bradbury,13.59,86,2,A great book about life and adventure.,"Salazar, Barton and Bates",2008
556,The Great Gatsby,Harper Lee,48.39,43,4,A great book about life and adventure.,Smith-Houston,2015
557,The Lord of the Rings,Harper Lee,15.89,9,5,A great book about life and adventure.,Collier-Tran,2023
558,Fahrenheit 451,Harper Lee,23.87,28,1,A great book about life and adventure.,"Patterson, Clark and Lane",2020
559,The Catcher in the Rye,Herman Melville,10.5,70,3,A great book about life and adventure.,Green-Lambert,1980
560,To Kill a Mockingbird,Herman Melville,43.75,65,2,A great book about life and adventure.,"Oneal, Johnson and Johnson",1998
561,1984,Jane Austen,36.43,52,3,A great book about life and adventure.,Rodriguez-Wagner,2004
562,Pride and Prejudice,J.D. Salinger,46.8,64,3,A great book about life and adventure.,"Potter, Pugh and Collins",2015
563,To Kill a Mockingbird,J.R.R. Tolkien,41.9,89,5,A great book about life and adventure.,Perez and Sons,2005
564,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,36.02,32,1,A great book about life and adventure.,Moreno LLC,2011
565,The Great Gatsby,Ray Bradbury,10.82,86,3,A great book about life and adventure.,"Herring, Edwards and Alvarado",1992
566,Fahrenheit 451,F. Scott Fitzgerald,10.75,51,1,A great book about life and adventure.,"Marshall, Wells and Garner",1982
567,The Lord of the Rings,J.R.R. Tolkien,43.33,38,1,A great book about life and adventure.,Wallace LLC,2003
568,1984,J.K. Rowling,29.37,50,3,A great book about life and adventure.,Oliver Inc,2007
569,The Catcher in the Rye,Ray Bradbury,47.23,14,3,A great book about life and adventure.,Bell-Mora,2013
570,The Lord of the Rings,Herman Melville,10.69,2,5,A great book about life and adventure.,Taylor and Sons,1985
571,Harry Potter and the Sorcerer's Stone,J.D. Salinger,39.34,50,5,A great book about life and adventure.,Johnson-Peterson,1989
572,Harry Potter and the Sorcerer's Stone,Jane Austen,17.04,40,4,A great book about life and adventure.,"Smith, Cooper and Trevino",2004
573,The Lord of the Rings,Jane Austen,31.26,14,1,A great book about life and adventure.,"Rodriguez, Thomas and Mitchell",2023
574,Harry Potter and the Sorcerer's Stone,J.K. Rowling,11.55,64,4,A great book about life and adventure.,"Campbell, Lopez and Wagner",1988
575,The Catcher in the Rye,George Orwell,44.91,30,1,A great book about life and adventure.,"Barker, Leach and Holden",1989
576,Fahrenheit 451,J.D. Salinger,10.68,44,1,A great book about life and adventure.,Evans Ltd,1991
577,1984,J.R.R. Tolkien,49.32,39,2,A great book about life and adventure.,Reynolds-Harris,2009
578,The Great Gatsby,J.D. Salinger,17.95,6,4,A great book about life and adventure.,Le-Nelson,2023
579,Fahrenheit 451,F. Scott Fitzgerald,29.92,1,1,A great book about life and adventure.,"Taylor, Castro and Johnson",1982
580,The Great Gatsby,Jane Austen,28.6,10,4,A great book about life and adventure.,"Mason, Hernandez and Perkins",2016
581,Moby-Dick,Jane Austen,5.35,10,1,A great book about life and adventure.,"Taylor, Walker and Cline",1986
582,To Kill a Mockingbird,F. Scott Fitzgerald,39.52,7,5,A great book about life and adventure.,Gregory PLC,2000
583,The Great Gatsby,George Orwell,10.67,100,3,A great book about life and adventure.,Ross Inc,1995
584,Harry Potter and the Sorcerer's Stone,J.D. Salinger,14.93,76,3,A great book about life and adventure.,Sanchez-George,2016
585,Fahrenheit 451,Jane Austen,25.76,18,2,A great book about life and adventure.,Hendricks Inc,2006
586,The Lord of the Rings,Jane Austen,25.65,87,2,A great book about life and adventure.,"Frank, Larson and Shaffer",1997
587,1984,J.R.R. Tolkien,13.66,23,4,A great book about life and adventure.,"Becker, Huynh and Wood",2001
588,1984,J.K. Rowling,13.25,32,1,A great book about life and adventure.,Morales Inc,2018
589,Pride and Prejudice,Herman Melville,22.32,15,2,A great book about life and adventure.,Simmons Group,1987
590,Pride and Prejudice,Herman Melville,7.77,44,4,A great book about life and adventure.,Hardy Inc,2024
591,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,7.77,82,3,A great book about life and adventure.,Schultz Ltd,2019
592,The Lord of the Rings,George Orwell,22.77,9,2,A great book about life and adventure.,"Kelly, Griffin and Sanchez",2012
593,The Hobbit,Ray Bradbury,8.94,71,2,A great book about life and adventure.,"Thomas, Wood and Baker",2018
594,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,16.68,8,1,A great book about life and adventure.,Lara-Lee,2008
595,The Great Gatsby,George Orwell,17.36,58,3,A great book about life and adventure.,Wiley LLC,2023
596,To Kill a Mockingbird,Herman Melville,41.32,28,2,A great book about life and adventure.,White Group,2017
597,Pride and Prejudice,J.K. Rowling,30.86,72,2,A great book about life and adventure.,Sherman Inc,2015
598,Pride and Prejudice,F. Scott Fitzgerald,5.18,37,3,A great book about life and adventure.,Peterson-Young,2002
599,The Great Gatsby,J.R.R. Tolkien,11.21,65,2,A great book about life and adventure.,Rodriguez-Middleton,1984
600,1984,J.D. Salinger,19.41,81,3,A great book about life and adventure.,Taylor-Bridges,1988
601,To Kill a Mockingbird,F. Scott Fitzgerald,7.32,66,1,A great book about life and adventure.,"Hayes, Thompson and Martinez",2021
602,1984,Harper Lee,42.95,28,5,A great book about life and adventure.,Woodward and Sons,2006
603,1984,Harper Lee,23.25,41,2,A great book about life and adventure.,Shepard-Johnson,1999
604,To Kill a Mockingbird,Harper Lee,47.17,43,1,A great book about life and adventure.,Juarez and Sons,1993
605,The Catcher in the Rye,Harper Lee,23.56,7,4,A great book about life and adventure.,"Brown, Wilson and Lane",2012
606,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,22.83,90,5,A great book about life and adventure.,"Huerta, Jones and Larson",1994
607,The Lord of the Rings,Herman Melville,38.32,48,5,A great book about life and adventure.,Chavez-Dillon,1998
608,Moby-Dick,J.K. Rowling,7.76,87,1,A great book about life and adventure.,Franklin-Lowe,1998
609,The Lord of the Rings,Harper Lee,44.7,35,2,A great book about life and adventure.,Walton and Sons,1989
610,To Kill a Mockingbird,Herman Melville,45.4,44,1,A great book about life and adventure.,"Roman, Mason and Bryant",2019
611,Harry Potter and the Sorcerer's Stone,Jane Austen,23.62,69,2,A great book about life and adventure.,Reyes-Lyons,1994
612,Fahrenheit 451,Harper Lee,29.77,5,4,A great book about life and adventure.,Goodman-Grant,1996
613,The Great Gatsby,Jane Austen,18.03,93,3,A great book about life and adventure.,"Hampton, Mccann and Cruz",2014
614,The Lord of the Rings,Ray Bradbury,44.35,71,1,A great book about life and adventure.,"Lee, Carter and Clayton",1996
615,The Catcher in the Rye,J.D. Salinger,38.81,14,3,A great book about life and adventure.,Martinez Inc,1983
616,Moby-Dick,George Orwell,14.56,86,4,A great book about life and adventure.,Wallace-Ford,2013
617,Fahrenheit 451,George Orwell,36.39,20,4,A great book about life and adventure.,Mendez-Estes,2000
618,To Kill a Mockingbird,Harper Lee,19.78,89,3,A great book about life and adventure.,Burke-Hawkins,2014
619,Moby-Dick,J.K. Rowling,22.66,36,4,A great book about life and adventure.,"Johnson, Cruz and Miller",2016
620,The Hobbit,Ray Bradbury,14.22,74,2,A great book about life and adventure.,"Hughes, Brooks and Delgado",1994
621,Fahrenheit 451,Jane Austen,30.47,4,4,A great book about life and adventure.,Quinn-Nguyen,2014
622,The Hobbit,J.R.R. Tolkien,21.69,18,2,A great book about life and adventure.,"Kelly, Chavez and Thompson",1990
623,The Catcher in the Rye,Jane Austen,31.12,34,3,A great book about life and adventure.,Johnson Inc,1992
624,1984,Herman Melville,48.26,17,1,A great book about life and adventure.,"Herman, Cuevas and Hill",2012
625,The Hobbit,F. Scott Fitzgerald,24.01,100,1,A great book about life and adventure.,Turner Group,2018
626,The Lord of the Rings,Ray Bradbury,7.87,10,5,A great book about life and adventure.,Reeves Inc,2015
627,The Catcher in the Rye,Ray Bradbury,47.87,16,2,A great book about life and adventure.,Harrison Group,1988
628,To Kill a Mockingbird,Herman Melville,37.1,77,5,A great book about life and adventure.,Clark-Harrison,2007
629,The Catcher in the Rye,Jane Austen,18.81,6,2,A great book about life and adventure.,Conley-Stanton,1982
630,To Kill a Mockingbird,F. Scott Fitzgerald,38.25,61,5,A great book about life and adventure.,Mitchell-Hardy,1993
631,Harry Potter and the Sorcerer's Stone,Harper Lee,19.63,11,1,A great book about life and adventure.,Rose Group,2011
632,To Kill a Mockingbird,Herman Melville,31.91,84,1,A great book about life and adventure.,Moore LLC,1998
633,1984,J.D. Salinger,28.28,91,1,A great book about life and adventure.,Shaw PLC,2023
634,Fahrenheit 451,Herman Melville,29.55,8,3,A great book about life and adventure.,Williams Ltd,1999
635,Harry Potter and the Sorcerer's Stone,George Orwell,35.24,8,2,A great book about life and adventure.,Mcneil LLC,1981
636,To Kill a Mockingbird,George Orwell,29.25,61,2,A great book about life and adventure.,Ross-Short,2000
637,Fahrenheit 451,Ray Bradbury,8.09,28,5,A great book about life and adventure.,Barnes-Green,2018
638,Fahrenheit 451,F. Scott Fitzgerald,35.92,52,1,A great book about life and adventure.,Wyatt and Sons,1991
639,Pride and Prejudice,Harper Lee,48.0,34,4,A great book about life and adventure.,Reed-Robinson,2012
640,Moby-Dick,George Orwell,46.93,76,5,A great book about life and adventure.,"Harvey, Medina and Kramer",1990
641,The Catcher in the Rye,Jane Austen,38.15,68,4,A great book about life and adventure.,Nguyen-Gonzalez,1996
642,The Hobbit,Jane Austen,16.48,45,2,A great book about life and adventure.,Ward Group,2016
643,Pride and Prejudice,Herman Melville,21.21,65,5,A great book about life and adventure.,Martinez-Ramirez,2015
644,Moby-Dick,F. Scott Fitzgerald,13.06,58,1,A great book about life and adventure.,"Moore, Lawson and Newton",1993
645,The Lord of the Rings,J.R.R. Tolkien,7.4,89,2,A great book about life and adventure.,Perry and Sons,2009
646,The Great Gatsby,Harper Lee,17.21,51,4,A great book about life and adventure.,Taylor-Hernandez,2022
647,To Kill a Mockingbird,Herman Melville,46.27,30,2,A great book about life and adventure.,Ho Ltd,2014
648,Fahrenheit 451,Ray Bradbury,27.38,85,2,A great book about life and adventure.,Miranda-Sullivan,1981
649,Pride and Prejudice,Ray Bradbury,31.12,96,3,A great book about life and adventure.,Burke-House,1992
650,To Kill a Mockingbird,Jane Austen,30.76,25,2,A great book about life and adventure.,Green Group,1997
651,Harry Potter and the Sorcerer's Stone,J.D. Salinger,46.19,80,1,A great book about life and adventure.,Hill-Woodard,2024
652,The Catcher in the Rye,J.R.R. Tolkien,33.82,24,4,A great book about life and adventure.,Smith Inc,2016
653,Pride and Prejudice,J.R.R. Tolkien,34.17,69,2,A great book about life and adventure.,Hill-Yu,1998
654,To Kill a Mockingbird,F. Scott Fitzgerald,33.98,25,3,A great book about life and adventure.,"Spencer, Lee and Harrington",2001
655,Pride and Prejudice,Herman Melville,31.45,56,4,A great book about life and adventure.,"Adams, Barnes and Ortiz",2020
656,Moby-Dick,George Orwell,39.67,3,3,A great book about life and adventure.,Hood Ltd,2011
657,Moby-Dick,George Orwell,47.31,67,2,A great book about life and adventure.,"Jackson, Williams and Wilson",1990
658,To Kill a Mockingbird,Herman Melville,13.78,51,4,A great book about life and adventure.,Torres-Ferguson,2022
659,The Catcher in the Rye,Herman Melville,39.51,95,3,A great book about life and adventure.,Martinez-Fox,1992
660,The Great Gatsby,Herman Melville,27.55,89,5,A great book about life and adventure.,Nelson-Jimenez,2011
661,The Hobbit,F. Scott Fitzgerald,36.68,82,1,A great book about life and adventure.,Moore Group,2000
662,The Great Gatsby,J.R.R. Tolkien,33.0,82,5,A great book about life and adventure.,"Howard, Gibson and Johnson",2003
663,The Hobbit,J.R.R. Tolkien,30.93,87,4,A great book about life and adventure.,Edwards-Ingram,1984
664,The Catcher in the Rye,J.R.R. Tolkien,19.85,61,1,A great book about life and adventure.,"Hernandez, Lamb and Baker",2006
665,To Kill a Mockingbird,J.D. Salinger,41.46,89,5,A great book about life and adventure.,Lang Ltd,2005
666,The Great Gatsby,Herman Melville,30.6,87,1,A great book about life and adventure.,Love Group,1980
667,1984,J.K. Rowling,36.18,8,5,A great book about life and adventure.,"Bradley, Cox and Lawson",2024
668,The Hobbit,F. Scott Fitzgerald,29.96,16,2,A great book about life and adventure.,Hansen Inc,2024
669,1984,Jane Austen,13.88,59,4,A great book about life and adventure.,Sullivan LLC,2007
670,The Great Gatsby,F. Scott Fitzgerald,13.69,85,2,A great book about life and adventure.,Osborne and Sons,1997
671,The Hobbit,Harper Lee,26.86,46,4,A great book about life and adventure.,Cobb Ltd,1986
672,Moby-Dick,J.K. Rowling,43.77,40,1,A great book about life and adventure.,"Rogers, Mills and Crawford",2001
673,Pride and Prejudice,Herman Melville,18.6,49,5,A great book about life and adventure.,"Medina, Daugherty and Barnes",2015
674,The Great Gatsby,Herman Melville,30.75,8,2,A great book about life and adventure.,Lewis-Bond,1988
675,1984,Ray Bradbury,26.68,74,4,A great book about life and adventure.,"Wolfe, Williams and Vargas",1982
676,Moby-Dick,J.R.R. Tolkien,28.74,1,5,A great book about life and adventure.,"Chang, Buchanan and Spencer",2001
677,1984,Herman Melville,30.54,100,2,A great book about life and adventure.,Gonzalez-Pratt,1990
678,Pride and Prejudice,F. Scott Fitzgerald,38.92,95,1,A great book about life and adventure.,Rice-Ellis,1989
679,The Catcher in the Rye,Herman Melville,42.48,22,4,A great book about life and adventure.,Solomon-Phillips,1981
680,Moby-Dick,Harper Lee,10.65,84,4,A great book about life and adventure.,"Lopez, Anderson and Lee",2013
681,Moby-Dick,J.R.R. Tolkien,5.6,30,3,A great book about life and adventure.,Nguyen Group,2018
682,Harry Potter and the Sorcerer's Stone,Harper Lee,11.47,94,1,A great book about life and adventure.,Monroe PLC,2012
683,The Great Gatsby,J.R.R. Tolkien,32.27,19,4,A great book about life and adventure.,Carroll Ltd,2022
684,Pride and Prejudice,F. Scott Fitzgerald,23.22,7,1,A great book about life and adventure.,"Perez, White and Anderson",1999
685,Harry Potter and the Sorcerer's Stone,J.D. Salinger,30.98,95,3,A great book about life and adventure.,"Miranda, Rivera and Johnson",1997
686,1984,George Orwell,30.01,10,4,A great book about life and adventure.,Wright PLC,1988
687,Fahrenheit 451,George Orwell,34.4,54,5,A great book about life and adventure.,Smith-Clark,2021
688,Harry Potter and the Sorcerer's Stone,J.D. Salinger,42.86,46,4,A great book about life and adventure.,Stephens Group,2019
689,The Hobbit,Ray Bradbury,23.76,56,3,A great book about life and adventure.,"Garcia, Miller and Benson",2016
690,Harry Potter and the Sorcerer's Stone,Ray Bradbury,28.46,91,5,A great book about life and adventure.,"Serrano, Jackson and Lopez",2003
691,The Catcher in the Rye,George Orwell,39.86,5,3,A great book about life and adventure.,Stout-House,1980
692,Pride and Prejudice,Herman Melville,35.66,74,1,A great book about life and adventure.,Madden Group,2005
693,Moby-Dick,J.R.R. Tolkien,30.82,28,2,A great book about life and adventure.,"Allen, Brown and Morris",2007
694,The Great Gatsby,J.R.R. Tolkien,14.12,54,4,A great book about life and adventure.,"Smith, Alvarez and Bridges",2010
695,The Hobbit,J.R.R. Tolkien,10.03,30,4,A great book about life and adventure.,Henderson-Cuevas,2001
696,Pride and Prejudice,J.D. Salinger,22.92,89,4,A great book about life and adventure.,Martinez-Lawrence,1999
697,Harry Potter and the Sorcerer's Stone,Harper Lee,23.75,95,5,A great book about life and adventure.,"Osborne, Gutierrez and Lewis",1989
698,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,42.49,57,4,A great book about life and adventure.,Johnson-Sullivan,2003
699,Fahrenheit 451,Herman Melville,39.51,70,1,A great book about life and adventure.,"Cobb, Ford and Davidson",1982
700,1984,J.D. Salinger,46.21,25,1,A great book about life and adventure.,"Kelley, Phillips and Keller",1998
701,Fahrenheit 451,J.R.R. Tolkien,40.77,30,5,A great book about life and adventure.,Lopez Group,2014
702,The Great Gatsby,J.R.R. Tolkien,9.93,39,3,A great book about life and adventure.,Lynch LLC,2020
703,1984,J.R.R. Tolkien,6.32,65,5,A great book about life and adventure.,Velazquez-Johnson,1991
704,Moby-Dick,Herman Melville,33.59,54,3,A great book about life and adventure.,Brady-Lee,1997
705,Harry Potter and the Sorcerer's Stone,J.D. Salinger,27.8,55,3,A great book about life and adventure.,"Hays, Fernandez and Reynolds",1994
706,To Kill a Mockingbird,J.D. Salinger,29.7,39,1,A great book about life and adventure.,Reyes and Sons,2002
707,The Catcher in the Rye,Ray Bradbury,12.31,88,2,A great book about life and adventure.,Green-Farmer,2001
708,1984,J.R.R. Tolkien,14.35,50,5,A great book about life and adventure.,James-Walsh,2005
709,Fahrenheit 451,Jane Austen,22.42,24,2,A great book about life and adventure.,Crawford-Shaw,1988
710,Harry Potter and the Sorcerer's Stone,George Orwell,24.83,46,5,A great book about life and adventure.,"Foster, Ortega and Willis",2024
711,Harry Potter and the Sorcerer's Stone,J.D. Salinger,14.26,6,5,A great book about life and adventure.,Martin-Salas,1999
712,Harry Potter and the Sorcerer's Stone,George Orwell,44.63,44,3,A great book about life and adventure.,Gilbert-Willis,2017
713,Harry Potter and the Sorcerer's Stone,J.K. Rowling,17.73,31,3,A great book about life and adventure.,"Oneill, Clark and Olson",1991
714,The Hobbit,Jane Austen,14.45,39,5,A great book about life and adventure.,"Wood, Mccall and Calderon",2003
715,The Hobbit,Ray Bradbury,15.16,8,2,A great book about life and adventure.,Green LLC,2015
716,The Lord of the Rings,J.R.R. Tolkien,16.11,3,5,A great book about life and adventure.,Foley PLC,2003
717,The Hobbit,J.D. Salinger,30.41,51,3,A great book about life and adventure.,Zuniga PLC,2013
718,The Hobbit,Ray Bradbury,31.63,100,2,A great book about life and adventure.,Duncan Ltd,2011
719,The Great Gatsby,J.D. Salinger,46.93,22,4,A great book about life and adventure.,"Carr, Berry and Chen",2003
720,The Lord of the Rings,J.D. Salinger,48.63,46,3,A great book about life and adventure.,Ramos-Garcia,2001
721,The Great Gatsby,J.D. Salinger,27.54,53,3,A great book about life and adventure.,"Griffin, Clark and Hogan",1981
722,The Catcher in the Rye,F. Scott Fitzgerald,26.24,80,1,A great book about life and adventure.,"White, Morgan and White",2003
723,Harry Potter and the Sorcerer's Stone,Harper Lee,21.66,8,2,A great book about life and adventure.,"Kelly, Rojas and Sutton",1981
724,Moby-Dick,Harper Lee,29.51,17,1,A great book about life and adventure.,"Carlson, Ochoa and Santos",2007
725,The Catcher in the Rye,Jane Austen,41.46,5,2,A great book about life and adventure.,Elliott Ltd,1985
726,Pride and Prejudice,J.R.R. Tolkien,26.94,70,2,A great book about life and adventure.,David Inc,1986
727,The Hobbit,F. Scott Fitzgerald,48.06,80,3,A great book about life and adventure.,Ford PLC,1995
728,Fahrenheit 451,J.K. Rowling,23.32,69,2,A great book about life and adventure.,"Larson, White and Williams",1998
729,The Lord of the Rings,Jane Austen,49.6,17,2,A great book about life and adventure.,Schneider-Brown,1980
730,The Great Gatsby,J.D. Salinger,32.91,23,5,A great book about life and adventure.,"Hanson, Kim and Moore",1999
731,The Catcher in the Rye,J.R.R. Tolkien,41.0,35,3,A great book about life and adventure.,Jackson Ltd,2005
732,Pride and Prejudice,J.K. Rowling,14.52,83,3,A great book about life and adventure.,Turner Group,1998
733,Harry Potter and the Sorcerer's Stone,George Orwell,37.82,92,5,A great book about life and adventure.,"Hughes, Combs and Watson",1994
734,The Great Gatsby,Herman Melville,43.09,59,2,A great book about life and adventure.,Thomas PLC,2020
735,Pride and Prejudice,Harper Lee,12.22,75,1,A great book about life and adventure.,Malone LLC,1982
736,Harry Potter and the Sorcerer's Stone,Harper Lee,21.44,48,5,A great book about life and adventure.,"Nunez, Davis and Wilson",2011
737,The Lord of the Rings,J.K. Rowling,21.59,47,2,A great book about life and adventure.,Velasquez-Jones,2001
738,Moby-Dick,Herman Melville,18.62,15,4,A great book about life and adventure.,"Meza, Bennett and Olson",1992
739,The Hobbit,J.R.R. Tolkien,31.86,5,4,A great book about life and adventure.,Hunt-Miller,2011
740,The Lord of the Rings,Ray Bradbury,20.68,69,2,A great book about life and adventure.,Powell-Miles,2023
741,The Lord of the Rings,J.D. Salinger,11.73,77,1,A great book about life and adventure.,"Jacobs, Oconnor and Martin",1984
742,Pride and Prejudice,George Orwell,40.47,88,4,A great book about life and adventure.,"Duran, Gordon and Patrick",1999
743,Moby-Dick,Jane Austen,10.49,4,2,A great book about life and adventure.,Deleon-Johnson,1984
744,Moby-Dick,J.K. Rowling,48.46,74,3,A great book about life and adventure.,"Davis, Miller and Miller",2009
745,Pride and Prejudice,J.R.R. Tolkien,45.93,8,1,A great book about life and adventure.,Wade Group,2015
746,The Great Gatsby,Harper Lee,36.4,29,4,A great book about life and adventure.,"Friedman, Shannon and Payne",1985
747,Moby-Dick,Herman Melville,41.58,31,5,A great book about life and adventure.,"Andersen, Smith and Casey",2008
748,Moby-Dick,Harper Lee,43.5,4,1,A great book about life and adventure.,Barron Group,2000
749,1984,Herman Melville,5.15,84,3,A great book about life and adventure.,Guzman Inc,1982
750,The Lord of the Rings,Jane Austen,9.51,13,5,A great book about life and adventure.,Scott-Jordan,1983
751,1984,Ray Bradbury,21.75,16,5,A great book about life and adventure.,Bridges-Thompson,2002
752,To Kill a Mockingbird,Harper Lee,26.28,3,2,A great book about life and adventure.,Allen Ltd,1982
753,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,36.69,66,5,A great book about life and adventure.,"Morales, Bradley and Hernandez",2022
754,The Great Gatsby,F. Scott Fitzgerald,25.23,72,3,A great book about life and adventure.,Miller Group,1984
755,Fahrenheit 451,J.R.R. Tolkien,46.14,83,2,A great book about life and adventure.,"Woodward, Mcdonald and Bowen",1988
756,Harry Potter and the Sorcerer's Stone,Ray Bradbury,30.08,34,4,A great book about life and adventure.,Caldwell PLC,1994
757,1984,F. Scott Fitzgerald,26.66,79,3,A great book about life and adventure.,Duran Inc,2011
758,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,8.8,14,1,A great book about life and adventure.,Stone-Taylor,1990
759,The Lord of the Rings,J.D. Salinger,24.01,28,2,A great book about life and adventure.,Cruz LLC,1988
760,To Kill a Mockingbird,George Orwell,9.52,48,5,A great book about life and adventure.,Robertson LLC,2012
761,The Great Gatsby,J.K. Rowling,11.48,31,5,A great book about life and adventure.,"Bennett, Richardson and Rodriguez",2001
762,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,9.96,52,4,A great book about life and adventure.,Garcia-Collins,2004
763,Fahrenheit 451,J.D. Salinger,20.64,77,2,A great book about life and adventure.,Lopez Ltd,1991
764,The Great Gatsby,J.D. Salinger,8.36,23,2,A great book about life and adventure.,Brown-Franco,1999
765,1984,Ray Bradbury,37.04,1,2,A great book about life and adventure.,"Ballard, Reese and Scott",2003
766,The Catcher in the Rye,George Orwell,35.94,29,5,A great book about life and adventure.,"Davies, Hester and Johnson",1983
767,The Great Gatsby,F. Scott Fitzgerald,33.12,35,1,A great book about life and adventure.,Case LLC,2003
768,Pride and Prejudice,J.D. Salinger,19.55,74,1,A great book about life and adventure.,"Sandoval, Brown and Thompson",2010
769,Pride and Prejudice,J.R.R. Tolkien,30.75,10,3,A great book about life and adventure.,Cortez PLC,2008
770,The Catcher in the Rye,Harper Lee,26.95,48,1,A great book about life and adventure.,"Simmons, Donovan and Ellis",2006
771,The Catcher in the Rye,J.R.R. Tolkien,10.09,56,5,A great book about life and adventure.,"Singh, Jones and Crawford",2001
772,Moby-Dick,George Orwell,19.73,93,4,A great book about life and adventure.,Brown-Bradley,2007
773,Moby-Dick,J.R.R. Tolkien,32.77,83,3,A great book about life and adventure.,"Moore, Mora and Guzman",1991
774,Pride and Prejudice,J.K. Rowling,12.82,35,3,A great book about life and adventure.,Mccarty-Elliott,2012
775,To Kill a Mockingbird,Jane Austen,26.35,62,2,A great book about life and adventure.,"Oliver, Jimenez and Torres",2001
